internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
22679480,Lyrurus tetrix,"Tetrao tetrix Linnaeus, 1758",Tetrao,tetrix,"Linnaeus, 1758",,
22680465,Mergellus albellus,Mergus albellus albellus Cramp and Simmons (1977-1994),Mergus albellus,albellus,Cramp and Simmons (1977-1994),,
22680465,Mergellus albellus,Mergus albellus,Mergus albellus,,AERC TAC (2003),,
22680313,Spatula querquedula,"Anas querquedula Linnaeus, 1758",Anas,querquedula,"Linnaeus, 1758",,
22680149,Mareca strepera,"Anas strepera Linnaeus, 1758",Anas,strepera,"Linnaeus, 1758",,
22686774,Tachymarptis melba,Apus melba AERC TAC (2003),Apus,melba,AERC TAC (2003),,
22686774,Tachymarptis melba,"Apus melba ssp. melba Dowsett and Forbes-Watson, (1993)",Apus,melba,,subspecies,"Dowsett and Forbes-Watson, (1993)"
22686774,Tachymarptis melba,Apus melba ssp. melba AOU checklist (1998 + supplements),Apus,melba,,subspecies,AOU checklist (1998 + supplements)
22686774,Tachymarptis melba,Apus melba ssp. melba Cramp and Simmons (1977-1994),Apus,melba,,subspecies,Cramp and Simmons (1977-1994)
22692663,Zapornia parva,"Porzana parva (Scopoli, 1769)",Porzana,parva,"(Scopoli, 1769)",,
22693906,Eudromias morinellus,Charadrius morinellus,Charadrius morinellus,,AERC TAC (2003),,
22693906,Eudromias morinellus,Charadrius morinellus morinellus Dowsett and Forbes-Watson (1993),Charadrius morinellus,morinellus,Dowsett and Forbes-Watson (1993),,
22693906,Eudromias morinellus,Charadrius morinellus morinellus Cramp and Simmons (1977-1994),Charadrius morinellus,morinellus,Cramp and Simmons (1977-1994),,
22693906,Eudromias morinellus,Charadrius morinellus morinellus AOU checklist (1998 + supplements),Charadrius morinellus,morinellus,AOU checklist (1998 + supplements),,
22693983,Vanellus spinosus,"Hoplopterus spinosus Linnaeus, 1758 — Cramp & Simmons (1977-1994)",Hoplopterus,spinosus,"Linnaeus, 1758 — Cramp & Simmons (1977-1994)",,
22693983,Vanellus spinosus,"Hoplopterus spinosus Linnaeus, 1758 — AERC TAC (2003)",Hoplopterus,spinosus,"Linnaeus, 1758 — AERC TAC (2003)",,
22693468,Calidris pugnax,"Philomachus pugnax (Linnaeus, 1758)",Philomachus,pugnax,"(Linnaeus, 1758)",,
22693468,Calidris pugnax,"Tringa pugnax Linnaeus, 1758",Tringa,pugnax,"Linnaeus, 1758",,
22693264,Actitis hypoleucos,Tringa hypoleucos hypoleucos Cramp and Simmons (1977-1994),Tringa hypoleucos,hypoleucos,Cramp and Simmons (1977-1994),,
22693264,Actitis hypoleucos,Tringa hypoleucos hypoleucos Turbott (1990),Tringa hypoleucos,hypoleucos,Turbott (1990),,
22693264,Actitis hypoleucos,"Tringa hypoleucos hypoleucos Sibley and Monroe (1990, 1993)",Tringa hypoleucos,hypoleucos,"Sibley and Monroe (1990, 1993)",,
22711750,Poecile cinctus,Poecile cincta cincta AOU checklist (1998 + supplements),Poecile cincta,cincta,AOU checklist (1998 + supplements),,
22711750,Poecile cinctus,"Parus cinctus Boddaert, 1783",Parus,cinctus,"Boddaert, 1783",,
22711810,Lophophanes cristatus,"Parus cristatus Linnaeus, 1758",Parus,cristatus,"Linnaeus, 1758",,
22735985,Cyanistes cyanus,"Parus cyanus Pallas, 1770",Parus,cyanus,"Pallas, 1770",,
22716937,Curruca nisoria,"Sylvia nisoria (Bechstein, 1795)",Sylvia,nisoria,"(Bechstein, 1795)",,
22716937,Curruca nisoria,"Motacilla nisoria Bechstein, 1795",Motacilla,nisoria,"Bechstein, 1795",,
22716971,Curruca mystacea,"Sylvia mystacea Ménétries, 1832",Sylvia,mystacea,"Ménétries, 1832",,
22735017,Curruca sarda,"Sylvia sarda Temminck, 1820",Sylvia,sarda,"Temminck, 1820",,
22710881,Pastor roseus,"Sturnus roseus (Linnaeus, 1758)",Sturnus,roseus,"(Linnaeus, 1758)",,
22709701,Calliope calliope,"Luscinia calliope (Pallas, 1776)",Luscinia,calliope,"(Pallas, 1776)",,
22720532,Rhodospiza obsoleta,Rhodospiza obsoleta obsoleta Cramp and Simmons (1977-1994),Rhodospiza obsoleta,obsoleta,Cramp and Simmons (1977-1994),,
22720532,Rhodospiza obsoleta,Rhodopechys obsoleta,Rhodopechys obsoleta,,"Sibley and Monroe (1990, 1993)",,
22720532,Rhodospiza obsoleta,Rhodopechys obsoleta,Rhodopechys obsoleta,,BirdLife International (2004),,
22720532,Rhodospiza obsoleta,Rhodospiza obsoleta,Rhodospiza obsoleta,,AERC TAC (2003),,
22720532,Rhodospiza obsoleta,"Rhodopechys obsoletus (Lichtenstein, 1823)",Rhodopechys,obsoletus,"(Lichtenstein, 1823)",,
22694013,Vanellus indicus,"Hoplopterus indicus (Boddaert, 1783)",Hoplopterus,indicus,"(Boddaert, 1783)",,
22694013,Vanellus indicus,"Hoplopterus indicus ssp. indicus (Boddaert, 1783) — Cramp and Simmons (1977-1994)",Hoplopterus,indicus,,subspecies,"(Boddaert, 1783) — Cramp and Simmons (1977-1994)"
22680500,Turnix sylvaticus,Turnix sylvatica,Turnix sylvatica,,"Sibley and Monroe (1990, 1993)",,
22680500,Turnix sylvaticus,Turnix sylvatica,Turnix sylvatica,,Dowsett and Forbes-Watson (1993),,
22680500,Turnix sylvaticus,Turnix sylvatica,Turnix sylvatica,,Cramp and Simmons (1977-1994),,
22680500,Turnix sylvaticus,"Turnix sylvatica (Desfontaines, 1787) — BirdLife International (2004)",Turnix,sylvatica,"(Desfontaines, 1787) — BirdLife International (2004)",,
22678464,Mitu tomentosum,"Mitu tomentosa tomentosa Sibley and Monroe (1990, 1993)",Mitu tomentosa,tomentosa,"Sibley and Monroe (1990, 1993)",,
22678464,Mitu tomentosum,Crax tomentosa,Crax tomentosa,,Stotz et al. (1996),,
22678464,Mitu tomentosum,Crax tomentosa,Crax tomentosa,,BirdLife International (2004),,
22678472,Mitu salvini,Crax salvini,Crax salvini,,Stotz et al. (1996),,
22678472,Mitu salvini,Crax salvini,Crax salvini,,BirdLife International (2004),,
22678497,Pauxi pauxi,"Crax pauxi ssp. pauxi Linnaeus, 1766 — BirdLife International (2004)",Crax,pauxi,,subspecies,"Linnaeus, 1766 — BirdLife International (2004)"
22678497,Pauxi pauxi,"Crax pauxi ssp. pauxi Linnaeus, 1766 — Stotz <i>et al</i>. (1996)",Crax,pauxi,,subspecies,"Linnaeus, 1766 — Stotz <i>et al</i>. (1996)"
22678607,Megapodius decollatus,Megapodius affinis,Megapodius,affinis,,,
22678740,Peliperdix albogularis,"Francolinus albogularis Hartlaub, 1854",Francolinus,albogularis,"Hartlaub, 1854",,
22678744,Peliperdix schlegelii,"Francolinus schlegelii Heuglin, 1863",Francolinus,schlegelii,"Heuglin, 1863",,
22678748,Peliperdix lathami,"Francolinus lathami Hartlaub, 1854",Francolinus,lathami,"Hartlaub, 1854",,
22678752,Dendroperdix sephaena,"Francolinus sephaena (Smith, 1836)",Francolinus,sephaena,"(Smith, 1836)",,
22678756,Scleroptila streptophora,"Francolinus streptophorus Ogilvie-Grant, 1891",Francolinus,streptophorus,"Ogilvie-Grant, 1891",,
22678760,Scleroptila finschi,"Francolinus finschi Barboza du Bocage, 1881",Francolinus,finschi,"Barboza du Bocage, 1881",,
22678764,Scleroptila afra,"Francolinus africanus Stephens, 1819",Francolinus,africanus,"Stephens, 1819",,
22678764,Scleroptila afra,"Scleroptila africanus (Stephens, 1819)",Scleroptila,africanus,"(Stephens, 1819)",,
22678764,Scleroptila afra,"Perdix afra Latham, 1790",Perdix,afra,"Latham, 1790",,
22678769,Scleroptila levaillantii,"Francolinus levaillantii (Valenciennes, 1825)",Francolinus,levaillantii,"(Valenciennes, 1825)",,
22678790,Scleroptila gutturalis,"Francolinus gutturalis (Rüppell, 1835)",Francolinus,gutturalis,"(Rüppell, 1835)",,
22678790,Scleroptila gutturalis,"Francolinus levaillantoides (Smith, 1836)",Francolinus,levaillantoides,"(Smith, 1836)",,
22678799,Pternistis hartlaubi,"Francolinus hartlaubi Bocage, 1869",Francolinus,hartlaubi,"Bocage, 1869",,
22678803,Pternistis bicalcaratus,"Francolinus bicalcaratus (Linnaeus, 1766)",Francolinus,bicalcaratus,"(Linnaeus, 1766)",,
22678807,Pternistis clappertoni,"Francolinus clappertoni Children, 1826",Francolinus,clappertoni,"Children, 1826",,
22678811,Pternistis icterorhynchus,"Francolinus icterorhynchus Heuglin, 1863",Francolinus,icterorhynchus,"Heuglin, 1863",,
22678819,Pternistis adspersus,"Francolinus adspersus Waterhouse, 1838",Francolinus,adspersus,"Waterhouse, 1838",,
22678831,Pternistis natalensis,"Francolinus natalensis Smith, 1834",Francolinus,natalensis,"Smith, 1834",,
22678835,Pternistis ahantensis,"Francolinus ahantensis Temminck, 1851",Francolinus,ahantensis,"Temminck, 1851",,
22678839,Pternistis squamatus,"Francolinus squamatus Cassin, 1857",Francolinus,squamatus,"Cassin, 1857",,
22678843,Pternistis griseostriatus,"Francolinus griseostriatus Ogilvie-Grant, 1890",Francolinus,griseostriatus,"Ogilvie-Grant, 1890",,
22678847,Pternistis leucoscepus,"Francolinus leucoscepus (Gray, 1867)",Francolinus,leucoscepus,"(Gray, 1867)",,
22678851,Pternistis rufopictus,"Francolinus rufopictus Reichenow, 1867",Francolinus,rufopictus,"Reichenow, 1867",,
22678860,Pternistis swainsonii,"Francolinus swainsonii (Smith, 1836)",Francolinus,swainsonii,"(Smith, 1836)",,
22678896,Pternistis swierstrai,"Francolinus swierstrai (Roberts, 1929)",Francolinus,swierstrai,"(Roberts, 1929)",,
22678965,Synoicus ypsilophorus,"Synoicus ypsilophorus ssp. ypsilophorus (Bosc, 1792)",Synoicus,ypsilophorus,,subspecies,"(Bosc, 1792)"
22678965,Synoicus ypsilophorus,"Coturnix ypsilophora Bosc, 1792",Coturnix,ypsilophora,"Bosc, 1792",,
22678971,Synoicus adansonii,"Coturnix adansonii_old (Verreaux &amp; Verreaux, 1851)",Coturnix,adansonii_old,"(Verreaux &amp; Verreaux, 1851)",,
22678979,Synoicus chinensis,"Coturnix chinensis_old (Linnaeus, 1766)",Coturnix,chinensis_old,"(Linnaeus, 1766)",,
22679044,Arborophila javanica,"Tetrao javanicus Gmelin, 1789",Tetrao,javanicus,"Gmelin, 1789",,
22679094,Caloperdix oculeus,Caloperdix oculea,Caloperdix oculea,,BirdLife International (2000),,
22679094,Caloperdix oculeus,Caloperdix oculea,Caloperdix oculea,,BirdLife International (2004),,
22679094,Caloperdix oculeus,Caloperdix oculea,Caloperdix oculea,,"Sibley and Monroe (1990, 1993)",,
22679209,Gallus lafayettii,Gallus lafayettii,Gallus,lafayettii,,,
22679278,Lophura bulweri,"Lobiophasis bulweri Sharpe, 1874 — BirdLife International (2004)",Lobiophasis,bulweri,"Sharpe, 1874 — BirdLife International (2004)",,
22679278,Lophura bulweri,"Lobiophasis bulweri ssp. bulweri Sharpe, 1874 — BirdLife International (2001)",Lobiophasis,bulweri,,subspecies,"Sharpe, 1874 — BirdLife International (2001)"
22679340,Syrmaticus soemmerringii,Syrmaticus soemmerringi soemmerringi Collar and Andrew (1988),Syrmaticus soemmerringi,soemmerringi,Collar and Andrew (1988),,
22679483,Lyrurus mlokosiewiczi,"Tetrao mlokosiewiczi Taczanowski, 1875",Tetrao,mlokosiewiczi,"Taczanowski, 1875",,
22679491,Tetrao urogalloides,Tetrao parvirostris,Tetrao,parvirostris,,,
22679846,Cygnus melancoryphus,"Cygnus melanocorypha melanocorypha Sibley and Monroe (1990, 1993)",Cygnus melanocorypha,melanocorypha,"Sibley and Monroe (1990, 1993)",,
22679846,Cygnus melancoryphus,Cygnus melanocoryphus,Cygnus melanocoryphus,,BirdLife International (2004),,
22679846,Cygnus melancoryphus,Cygnus melanocoryphus,Cygnus melanocoryphus,,Stotz et al. (1996),,
22679869,Anser cygnoid,"Anser cygnoides (Linnaeus, 1758) [orth. error]",Anser,cygnoides,"(Linnaeus, 1758) [orth. error]",,
22679919,Anser canagicus,"Anser canagica canagica Sibley and Monroe (1990, 1993)",Anser canagica,canagica,"Sibley and Monroe (1990, 1993)",,
22679919,Anser canagicus,Anser canagica canagica BirdLife International (2000),Anser canagica,canagica,BirdLife International (2000),,
22679919,Anser canagicus,"Chen canagicus (Sevastianov, 1802) [orth. error]",Chen,canagicus,"(Sevastianov, 1802) [orth. error]",,
22679919,Anser canagicus,"Chen canagica (Sevastianov, 1802)",Chen,canagica,"(Sevastianov, 1802)",,
22679919,Anser canagicus,"Anas canagica Sevastianov, 1802",Anas,canagica,"Sevastianov, 1802",,
22679987,Neochen jubata,Neochen jubatus jubatus Collar and Andrew (1988),Neochen jubatus,jubatus,Collar and Andrew (1988),,
22680015,Tadorna variegata,Tadorna variegate variegate Turbott (1990),Tadorna variegate,variegate,Turbott (1990),,
22680029,Radjah radjah,"Tadorna radjah (Lesson, 1828)",Tadorna,radjah,"(Lesson, 1828)",,
22680070,Pteronetta hartlaubii,Pteronetta hartlaubi hartlaubi BirdLife International (2000),Pteronetta hartlaubi,hartlaubi,BirdLife International (2000),,
22680121,Hymenolaimus malacorhynchos,"Hymenolaimus malacorhynchus ssp. malacorhynchus (Gmelin, 1789) — Collar <i>et al</i>. (1994)",Hymenolaimus,malacorhynchus,,subspecies,"(Gmelin, 1789) — Collar <i>et al</i>. (1994)"
22680130,Lophonetta specularioides,Anas specularioides,Anas specularioides,,BirdLife International (2004),,
22680130,Lophonetta specularioides,Anas specularioides,Anas specularioides,,Stotz et al. (1996),,
22680130,Lophonetta specularioides,Anas specularioides,Anas specularioides,,"Sibley and Monroe (1990, 1993)",,
22680153,Mareca falcata,"Anas falcata Georgi, 1775",Anas,falcata,"Georgi, 1775",,
22680167,Mareca sibilatrix,"Anas sibilatrix Poeppig, 1829",Anas,sibilatrix,"Poeppig, 1829",,
22680236,Spatula smithii,"Anas smithii (Hartert, 1891)",Anas,smithii,"(Hartert, 1891)",,
22680240,Spatula platalea,"Anas platalea Vieillot, 1816",Anas,platalea,"Vieillot, 1816",,
22680243,Spatula rhynchotis,"Anas rhynchotis Latham, 1801",Anas,rhynchotis,"Latham, 1801",,
22680317,Sibirionetta formosa,"Anas formosa Georgi, 1775",Anas,formosa,"Georgi, 1775",,
22680326,Spatula puna,"Anas puna Tschudi, 1844",Anas,puna,"Tschudi, 1844",,
22680329,Spatula versicolor,"Anas versicolor Vieillot, 1816",Anas,versicolor,"Vieillot, 1816",,
22680332,Spatula hottentota,"Anas hottentota (Eyton, 1838)",Anas,hottentota,"(Eyton, 1838)",,
22680512,Turnix maculosus,Turnix maculosa,Turnix maculosa,,"Sibley and Monroe (1990, 1993)",,
22680512,Turnix maculosus,Turnix maculosa,Turnix maculosa,,Christidis and Boles (1994),,
22680512,Turnix maculosus,Turnix maculosa,Turnix maculosa,,BirdLife International (2004),,
22680542,Turnix ocellatus,Turnix ocellata,Turnix ocellata,,BirdLife International (2004),,
22680542,Turnix ocellatus,Turnix ocellata,Turnix ocellata,,"Sibley and Monroe (1990, 1993)",,
22680560,Turnix castanotus,Turnix castanota,Turnix castanota,,BirdLife International (2004),,
22680560,Turnix castanotus,Turnix castanota,Turnix castanota,,BirdLife International (2000),,
22680560,Turnix castanotus,Turnix castanota,Turnix castanota,,"Sibley and Monroe (1990, 1993)",,
22680560,Turnix castanotus,Turnix castanota,Turnix castanota,,Christidis and Boles (1994),,
22680560,Turnix castanotus,Turnix castanota,Turnix castanota,,Collar et al. (1994),,
22680560,Turnix castanotus,Turnix castanota,Turnix castanota,,Collar and Andrew (1988),,
22680700,Picumnus pumilus,Picumnus pumilis pumilis Stotz et al. (1996),Picumnus pumilis,pumilis,Stotz et al. (1996),,
22680742,Picumnus dorbignyanus,Picumnus dorbygnianus,Picumnus dorbygnianus,,BirdLife International (2004),,
22680742,Picumnus dorbignyanus,Picumnus dorbygnianus,Picumnus dorbygnianus,,"Sibley and Monroe (1990, 1993)",,
22680742,Picumnus dorbignyanus,Picumnus dorbygnianus,Picumnus dorbygnianus,,Stotz et al. (1996),,
22680784,Verreauxia africana,"Sasia africana Verreaux & Verreaux, 1855",Sasia,africana,"Verreaux & Verreaux, 1855",,
22680982,Dendropicos namaquus,"Dendropicos namaquus namaquus Sibley and Monroe (1990, 1993)",Dendropicos namaquus,namaquus,"Sibley and Monroe (1990, 1993)",,
22680982,Dendropicos namaquus,"Thripias namaquus (Lichtenstein, 1793)",Thripias,namaquus,"(Lichtenstein, 1793)",,
22680989,Dendropicos pyrrhogaster,"Dendropicos pyrrhogaster pyrrhogaster Sibley and Monroe (1990, 1993)",Dendropicos pyrrhogaster,pyrrhogaster,"Sibley and Monroe (1990, 1993)",,
22680989,Dendropicos pyrrhogaster,"Thripias pyrrhogaster (Malherbe, 1845)",Thripias,pyrrhogaster,"(Malherbe, 1845)",,
22680996,Dendropicos xantholophus,"Dendropicos xantholophus xantholophus Sibley and Monroe (1990, 1993)",Dendropicos xantholophus,xantholophus,"Sibley and Monroe (1990, 1993)",,
22680996,Dendropicos xantholophus,"Thripias xantholophus Hargitt, 1883",Thripias,xantholophus,"Hargitt, 1883",,
22681023,Dendropicos griseocephalus,"Dendropicos griseocephalus griseocephalus Sibley and Monroe (1990, 1993)",Dendropicos griseocephalus,griseocephalus,"Sibley and Monroe (1990, 1993)",,
22681023,Dendropicos griseocephalus,"Mesopicos griseocephalus (Boddaert, 1783)",Mesopicos,griseocephalus,"(Boddaert, 1783)",,
22681030,Dendropicos obsoletus,"Dendrocopos obsoletus (Wagler, 1829)",Dendrocopos,obsoletus,"(Wagler, 1829)",,
22681030,Dendropicos obsoletus,"Dendropicos obsoletus ssp. obsoletus Sibley and Monroe (1990, 1993)",Dendropicos,obsoletus,,subspecies,"Sibley and Monroe (1990, 1993)"
22681030,Dendropicos obsoletus,Picoides obsoletus ssp. obsoletus Dowsett and Forbes-Watson (1993),Picoides,obsoletus,,subspecies,Dowsett and Forbes-Watson (1993)
22681042,Picoides temminckii,"Dendrocopos temminckii (Malherbe, 1849)",Dendrocopos,temminckii,"(Malherbe, 1849)",,
22681046,Picoides maculatus,"Dendrocopos maculatus (Scopoli, 1786)",Dendrocopos,maculatus,"(Scopoli, 1786)",,
22681060,Picoides nanus,"Dendrocopos nanus (Vigors, 1832)",Dendrocopos,nanus,"(Vigors, 1832)",,
22681064,Picoides moluccensis,"Dendrocopos moluccensis (Gmelin, 1788)",Dendrocopos,moluccensis,"(Gmelin, 1788)",,
22681068,Picoides canicapillus,"Dendrocopos canicapillus (Blyth, 1845)",Dendrocopos,canicapillus,"(Blyth, 1845)",,
22681072,Picoides kizuki,"Dendrocopos kizuki (Temminck, 1836)",Dendrocopos,kizuki,"(Temminck, 1836)",,
22681079,Leiopicus auriceps,"Dendrocopos auriceps (Vigors, 1831)",Dendrocopos,auriceps,"(Vigors, 1831)",,
22681092,Leiopicus mahrattensis,"Dendrocopos mahrattensis (Latham, 1801)",Dendrocopos,mahrattensis,"(Latham, 1801)",,
22681149,Dryobates nuttallii,"Picoides nuttallii (Gambel, 1843)",Picoides,nuttallii,"(Gambel, 1843)",,
22681155,Dryobates pubescens,"Picoides pubescens (Linnaeus, 1766)",Picoides,pubescens,"(Linnaeus, 1766)",,
22681169,Leuconotopicus albolarvatus,"Picoides albolarvatus (Cassin, 1850)",Picoides,albolarvatus,"(Cassin, 1850)",,
22681314,Micropternus brachyurus,"Celeus brachyurus (Vieillot, 1818)",Celeus,brachyurus,"(Vieillot, 1818)",,
22681363,Hylatomus pileatus,"Dryocopus pileatus (Linnaeus, 1758)",Dryocopus,pileatus,"(Linnaeus, 1758)",,
22681373,Hylatomus schulzii,"Dryocopus schulzii (Cabanis, 1883)",Dryocopus,schulzii,"(Cabanis, 1883)",,
22681428,Chrysophlegma miniaceum,"Picus miniaceus Pennant, 1769",Picus,miniaceus,"Pennant, 1769",,
22681493,Chloropicoides rafflesii,"Dinopium rafflesii (Vigors & Horsfield, 1830)",Dinopium,rafflesii,"(Vigors & Horsfield, 1830)",,
22681549,Chrysocolaptes validus,"Reinwardtipicus validus (Temminck, 1825)",Reinwardtipicus,validus,"(Temminck, 1825)",,
22681597,Psilopogon zeylanicus,"Megalaima zeylanicus (Gmelin, 1788)",Megalaima,zeylanicus,"(Gmelin, 1788)",,
22681600,Psilopogon lineatus,"Megalaima lineata (Vieillot, 1816)",Megalaima,lineata,"(Vieillot, 1816)",,
22681603,Psilopogon viridis,"Megalaima viridis (Boddaert, 1783)",Megalaima,viridis,"(Boddaert, 1783)",,
22681609,Psilopogon corvinus,"Megalaima corvina (Temminck, 1831)",Megalaima,corvina,"(Temminck, 1831)",,
22681619,Psilopogon mystacophanos,"Megalaima mystacophanos (Temminck, 1824)",Megalaima,mystacophanos,"(Temminck, 1824)",,
22681625,Psilopogon flavifrons,"Megalaima flavifrons (Cuvier, 1816)",Megalaima,flavifrons,"(Cuvier, 1816)",,
22681643,Psilopogon monticola,"Megalaima monticola (Sharpe, 1889)",Megalaima,monticola,"(Sharpe, 1889)",,
22681646,Psilopogon incognitus,"Megalaima incognita Hume, 1874",Megalaima,incognita,"Hume, 1874",,
22681652,Psilopogon armillaris,"Megalaima armillaris (Temminck, 1821)",Megalaima,armillaris,"(Temminck, 1821)",,
22681681,Psilopogon haemacephalus,"Megalaima haemacephala (Müller, 1776)",Megalaima,haemacephala,"(Müller, 1776)",,
22681816,Lybius vieilloti,Lybius vielloti vielloti Dowsett and Forbes-Watson (1993),Lybius vielloti,vielloti,Dowsett and Forbes-Watson (1993),,
22681849,Pogonornis melanopterus,"Lybius melanopterus (Peters, 1854)",Lybius,melanopterus,"(Peters, 1854)",,
22681861,Pogonornis bidentatus,"Lybius bidentatus (Shaw, 1798)",Lybius,bidentatus,"(Shaw, 1798)",,
22681865,Pogonornis dubius,"Lybius dubius (Gmelin, 1788)",Lybius,dubius,"(Gmelin, 1788)",,
22681869,Pogonornis rolleti,"Lybius rolleti (De Filippi, 1853)",Lybius,rolleti,"(De Filippi, 1853)",,
22682041,Pteroglossus beauharnaisii,"Pteroglossus beauharnaesii Wagler, 1832",Pteroglossus,beauharnaesii,"Wagler, 1832",,
22682044,Pteroglossus bailloni,Baillonius bailloni,Baillonius bailloni,,"Sibley and Monroe (1990, 1993)",,
22682044,Pteroglossus bailloni,Baillonius bailloni,Baillonius bailloni,,Stotz et al. (1996),,
22682044,Pteroglossus bailloni,Baillonius bailloni,Baillonius bailloni,,BirdLife International (2004),,
22682084,Selenidera piperivora,Selenidera culik,Selenidera culik,,SACC (2005),,
22682084,Selenidera piperivora,Selenidera culik,Selenidera culik,,"Sibley and Monroe (1990, 1993)",,
22682084,Selenidera piperivora,Selenidera culik,Selenidera culik,,Stotz et al. (1996),,
22682084,Selenidera piperivora,Selenidera culik,Selenidera culik,,BirdLife International (2004),,
22682096,Selenidera gouldii,Selenidera gouldi gouldi Stotz et al. (1996),Selenidera gouldi,gouldi,Stotz et al. (1996),,
22682249,Cyphos macrodactylus,"Bucco macrodactylus (Spix, 1824)",Bucco,macrodactylus,"(Spix, 1824)",,
22682252,Nystactes tamatia,"Bucco tamatia Gmelin, 1788",Bucco,tamatia,"Gmelin, 1788",,
22682396,Lophoceros alboterminatus,"Tockus alboterminatus (Büttikofer, 1889)",Tockus,alboterminatus,"(Büttikofer, 1889)",,
22682400,Lophoceros bradfieldi,"Tockus bradfieldi (Roberts, 1930)",Tockus,bradfieldi,"(Roberts, 1930)",,
22682413,Lophoceros nasutus,"Tockus nasutus (Linnaeus, 1766)",Tockus,nasutus,"(Linnaeus, 1766)",,
22682417,Lophoceros pallidirostris,"Tockus pallidirostris (Hartlaub & Finsch, 1870)",Tockus,pallidirostris,"(Hartlaub & Finsch, 1870)",,
22682609,Bycanistes albotibialis,"Ceratogymna albotibialis albotibialis Sibley and Monroe (1990, 1993)",Ceratogymna albotibialis,albotibialis,"Sibley and Monroe (1990, 1993)",,
22682638,Bucorvus leadbeateri,"Bucorvus cafer (Vigors, 1825) — BirdLife International (1994, 2000, 2004, 2008)",Bucorvus,cafer,"(Vigors, 1825) — BirdLife International (1994, 2000, 2004, 2008)",,
22682638,Bucorvus leadbeateri,"Bucorvus leadbeateri ssp. leadbeateri (Vigors, 1825) — Sibley and Monroe (1990, 1993)",Bucorvus,leadbeateri,,subspecies,"(Vigors, 1825) — Sibley and Monroe (1990, 1993)"
22682689,Rhinopomastus castaneiceps,"Phoeniculus castaneiceps (Sharpe, 1871)",Phoeniculus,castaneiceps,"(Sharpe, 1871)",,
22682865,Coracias abyssinicus,Coracias abyssinica,Coracias abyssinica,,Dowsett and Forbes-Watson (1993),,
22682865,Coracias abyssinicus,Coracias abyssinica,Coracias abyssinica,,"Sibley and Monroe (1990, 1993)",,
22682865,Coracias abyssinicus,Coracias abyssinica,Coracias abyssinica,,BirdLife International (2004),,
22682874,Coracias caudatus,Coracias caudata,Coracias caudata,,BirdLife International (2004),,
22682874,Coracias caudatus,Coracias caudata,Coracias caudata,,"Sibley and Monroe (1990, 1993)",,
22682874,Coracias caudatus,Coracias caudata,Coracias caudata,,Dowsett and Forbes-Watson (1993),,
22682883,Coracias spatulatus,Coracias spatulata,Coracias spatulata,,Dowsett and Forbes-Watson (1993),,
22682883,Coracias spatulatus,Coracias spatulata,Coracias spatulata,,"Sibley and Monroe (1990, 1993)",,
22682883,Coracias spatulatus,Coracias spatulata,Coracias spatulata,,BirdLife International (2004),,
22682892,Coracias naevius,Coracias naevia,Coracias,naevia,,,
22683045,Ceyx azureus,Ceyx azureus azureus Christidis and Boles (2008),Ceyx azureus,azureus,Christidis and Boles (2008),,
22683045,Ceyx azureus,"Alcedo azurea Latham, 1801",Alcedo,azurea,"Latham, 1801",,
22683093,Corythornis vintsioides,"Alcedo vintsioides Eydoux & Gervais, 1836",Alcedo,vintsioides,"Eydoux & Gervais, 1836",,
22683112,Corythornis leucogaster,"Alcedo leucogaster (Fraser, 1843)",Alcedo,leucogaster,"(Fraser, 1843)",,
22683121,Ceyx pusillus,Ceyx pusilla pusilla Christidis and Boles (2008),Ceyx pusilla,pusilla,Christidis and Boles (2008),,
22683121,Ceyx pusillus,"Alcedo pusilla Temminck, 1836",Alcedo,pusilla,"Temminck, 1836",,
22683156,Corythornis madagascariensis,"Ispidina madagascariensis madagascariensis Sibley and Monroe (1990, 1993)",Ispidina madagascariensis,madagascariensis,"Sibley and Monroe (1990, 1993)",,
22683156,Corythornis madagascariensis,"Ceyx madagascariensis (Linnaeus, 1766)",Ceyx,madagascariensis,"(Linnaeus, 1766)",,
22683165,Ispidina picta,"Ispidina picta picta Sibley and Monroe (1990, 1993)",Ispidina picta,picta,"Sibley and Monroe (1990, 1993)",,
22683165,Ispidina picta,"Ceyx pictus (Boddaert, 1783)",Ceyx,pictus,"(Boddaert, 1783)",,
22683174,Ispidina lecontei,"Ispidina lecontei lecontei Sibley and Monroe (1990, 1993)",Ispidina lecontei,lecontei,"Sibley and Monroe (1990, 1993)",,
22683174,Ispidina lecontei,"Ceyx lecontei Cassin, 1856",Ceyx,lecontei,"Cassin, 1856",,
22683213,Pelargopsis amauroptera,Pelargopsis amauropterus amauropterus Collar et al. (1994),Pelargopsis amauropterus,amauropterus,Collar et al. (1994),,
22683213,Pelargopsis amauroptera,Pelargopsis amauropterus amauropterus BirdLife International (2000),Pelargopsis amauropterus,amauropterus,BirdLife International (2000),,
22683213,Pelargopsis amauroptera,"Pelargopsis amauropterus amauropterus Sibley and Monroe (1990, 1993)",Pelargopsis amauropterus,amauropterus,"Sibley and Monroe (1990, 1993)",,
22683291,Todiramphus winchelli,"Halcyon winchelli ssp. winchelli Sharpe, 1877 — Collar and Andrew (1988)",Halcyon,winchelli,,subspecies,"Sharpe, 1877 — Collar and Andrew (1988)"
